               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 122,            0.022148,            0.010061,             0.02406,              0.8447,             0.87614,             0.92978,             0.72147,            0.012574,           0.0030818,            0.009835,           0.0067733,           0.0067733,           0.0067733
                 123,            0.021731,           0.0097428,            0.022811,             0.86608,             0.87776,             0.93307,             0.71296,            0.013674,           0.0030739,           0.0080154,           0.0067467,           0.0067467,           0.0067467
                 124,             0.02065,           0.0097037,            0.021511,             0.88805,             0.88623,             0.94553,             0.72478,            0.013672,           0.0028226,           0.0070675,             0.00672,             0.00672,             0.00672
                 125,            0.020768,           0.0096771,            0.019617,             0.88366,             0.86413,             0.92949,             0.72931,            0.012821,           0.0029067,           0.0054863,           0.0066933,           0.0066933,           0.0066933
                 126,            0.021395,           0.0095696,             0.02075,             0.91222,             0.91416,             0.95542,             0.73404,            0.014094,           0.0028676,           0.0042317,           0.0066667,           0.0066667,           0.0066667
                 127,            0.020038,           0.0095841,            0.018362,             0.93886,             0.81349,             0.94889,             0.71927,            0.012849,           0.0029823,           0.0056949,             0.00664,             0.00664,             0.00664
                 128,            0.020814,            0.009966,            0.021344,             0.85628,             0.85228,             0.93234,             0.71979,             0.01226,           0.0030712,           0.0090726,           0.0066133,           0.0066133,           0.0066133
                 129,            0.021164,            0.010105,            0.022341,             0.89061,              0.8315,             0.92553,             0.70913,            0.012699,           0.0031844,            0.011814,           0.0065867,           0.0065867,           0.0065867
                 130,             0.02261,           0.0098308,            0.023269,             0.87202,             0.84717,              0.9251,             0.70784,            0.012307,           0.0029849,            0.012681,             0.00656,             0.00656,             0.00656
                 131,            0.021576,           0.0097579,            0.022666,             0.86139,             0.86273,             0.93378,             0.70808,             0.01269,            0.003003,           0.0069422,           0.0065333,           0.0065333,           0.0065333
                 132,            0.020586,           0.0096731,            0.020611,             0.88951,             0.81133,              0.9238,             0.72244,            0.012484,           0.0029847,           0.0075908,           0.0065067,           0.0065067,           0.0065067
                 133,            0.022176,           0.0099225,            0.021791,             0.89868,             0.84623,              0.9308,             0.70933,            0.013196,           0.0030851,           0.0071971,             0.00648,             0.00648,             0.00648
                 134,             0.02072,           0.0098233,            0.019327,              0.8572,             0.81985,             0.91872,             0.67871,             0.01447,           0.0030115,            0.011538,           0.0064533,           0.0064533,           0.0064533
                 135,            0.021225,           0.0094755,             0.01922,             0.88703,              0.8099,             0.91758,             0.68865,            0.013243,           0.0030261,            0.010368,           0.0064267,           0.0064267,           0.0064267
                 136,            0.021459,           0.0096802,            0.021443,             0.83624,             0.86394,             0.93797,             0.69677,            0.013791,           0.0029904,            0.013762,              0.0064,              0.0064,              0.0064
                 137,            0.020549,           0.0094729,            0.019611,              0.8672,             0.84067,             0.92755,              0.7378,            0.012301,           0.0028387,            0.012169,           0.0063733,           0.0063733,           0.0063733
                 138,            0.019368,             0.00933,            0.018394,             0.88173,             0.89089,             0.93825,             0.72673,            0.012464,           0.0027774,           0.0089787,           0.0063467,           0.0063467,           0.0063467
                 139,            0.020536,           0.0096168,            0.021069,             0.91473,              0.8365,             0.94407,             0.72782,            0.012653,           0.0029551,            0.012045,             0.00632,             0.00632,             0.00632
                 140,            0.021952,           0.0096615,            0.021957,              0.8657,             0.88059,             0.93294,             0.71733,            0.012975,           0.0030331,           0.0093211,           0.0062933,           0.0062933,           0.0062933
                 141,            0.021403,           0.0095581,            0.021783,             0.86597,             0.82637,             0.91209,             0.68747,            0.012817,            0.003017,             0.01378,           0.0062667,           0.0062667,           0.0062667
                 142,             0.02174,           0.0097311,            0.022465,             0.90724,             0.82369,             0.92923,             0.71361,            0.013283,           0.0031088,           0.0097074,             0.00624,             0.00624,             0.00624
                 143,            0.021717,           0.0098728,            0.020602,             0.89322,             0.88199,              0.9407,              0.7169,            0.013785,           0.0029544,            0.010005,           0.0062133,           0.0062133,           0.0062133
